Rk;Squad;Country;LgRk;MP;W;D;L;GF;GA;GD;Pts;Pts/MP;xG;xGA;xGD;xGD/90;Attendance;Top Team Scorer;Goalkeeper;Anno;# Pl;Poss;90s;Touches;Def Pen;Def 3rd;Mid 3rd;Att 3rd;Att Pen;Live;Succ;Att;Succ%;Mis;Dis;Rec;Prog
87;Werder Bremen;de GER;16;34;8;7;19;42;69;-27;31;0.91;39.4;55.4;-16;-0.47;26413;Yuya Osako, Milot Rashica - 8;Ji?í Pavlenka;19-20;30;48.8;34;20535;2279;6738;9774;4224;633;20529;259;470;55.1;552;326;12761;1012
79;West Ham;eng ENG;16;38;10;9;19;49;62;-13;39;1.03;48.6;63.8;-15.3;-0.4;44155;Michail Antonio - 10;?ukasz Fabia?ski;19-20;29;44.1;38;20914;2172;6275;9659;5199;737;20910;397;663;59.9;496;322;12297;939
35;Wolfsburg;de GER;7;34;13;10;11;48;46;2;49;1.44;52.8;42.9;9.9;0.29;18621;Wout Weghorst - 16;Koen Casteels;19-20;26;48.4;34;19564;1977;6268;8938;4586;681;19560;352;612;57.5;545;373;11463;974
28;Wolves;eng ENG;7;38;15;14;9;51;40;11;59;1.55;54.1;38;16.1;0.42;24758;Raúl Jiménez - 17;Rui Patrício;19-20;21;48.3;38;22567;1997;6983;10743;5059;774;22563;509;817;62.3;540;338;14125;940
50;Alavés;es ESP;11;38;13;11;14;39;50;-11;50;1.32;41.1;53.2;-12.1;-0.32;17295;Jonathan Calleri - 9;Fernando Pacheco;18-19;26;42.7;38;18389;2186;6380;8242;3994;603;18386;276;489;56.4;587;341;9483;799
79;Amiens;fr FRA;15;38;9;11;18;31;52;-21;38;1;35.4;49.8;-14.4;-0.38;11043;Moussa Konaté - 7;Régis Gurtner;18-19;26;46.5;38;20351;2134;6293;10054;4237;502;20348;257;485;53;645;402;11772;950
58;Angers;fr FRA;13;38;10;16;12;44;49;-5;46;1.21;50.7;47.9;2.8;0.07;11189;Stéphane Bahoken - 11;Ludovic Butelle;18-19;24;43.3;38;21076;1935;6525;10306;4496;644;21067;316;561;56.3;611;446;12781;952
15;Arsenal;eng ENG;5;38;21;7;10;73;51;22;70;1.84;60.1;54.2;5.9;0.15;59899;Pierre-Emerick Aubameyang - 22;Bernd Leno;18-19;28;58.1;38;26586;2481;8012;12353;6431;965;26581;304;536;56.7;564;409;18226;1327
16;Atalanta;it ITA;3;38;20;9;9;77;46;31;69;1.82;72.2;41.1;31.1;0.82;18301;Duván Zapata - 23;Pierluigi Gollini;18-19;27;57.3;38;26365;1940;6938;12086;7622;1091;26361;363;654;55.5;652;464;17933;1374
43;Athletic Club;es ESP;8;38;13;14;11;41;45;-4;53;1.39;43.4;45.7;-2.3;-0.06;40664;Iñaki Williams - 13;Iago Herrerín;18-19;27;50;38;21460;1939;6264;10168;5253;697;21454;288;542;53.1;522;344;13007;979
9;Atlético Madrid;es ESP;2;38;22;10;6;55;29;26;76;2;47.3;41.9;5.4;0.14;56216;Antoine Griezmann - 15;Jan Oblak;18-19;29;49.2;38;23053;1947;6375;10771;6117;757;23050;366;572;64;497;412;14771;1018
85;Augsburg;de GER;15;34;8;8;18;51;71;-20;32;0.94;45.3;61.1;-15.8;-0.46;28623;Alfreð Finnbogason - 10;Gregor Kobel;18-19;30;46.4;34;18894;2163;6566;8725;3843;589;18889;217;407;53.3;504;336;10850;879
6;Barcelona;es ESP;1;38;26;9;3;90;36;54;87;2.29;75.8;45.3;30.5;0.8;76104;Lionel Messi - 36;Marc-André ter Stegen;18-19;30;64.4;38;30314;2203;7338;14867;8350;1036;30306;446;753;59.2;456;435;23080;1512
5;Bayern Munich;de GER;1;34;24;6;4;88;32;56;78;2.29;85.6;27.2;58.4;1.72;75;Robert Lewandowski - 22;Manuel Neuer;18-19;24;65.7;34;27177;1576;6399;13779;7224;1207;27173;426;683;62.4;469;315;20248;1487
49;Betis;es ESP;10;38;14;8;16;44;52;-8;50;1.32;47.1;49.4;-2.4;-0.06;44525;Giovani Lo Celso - 9;Pau López;18-19;25;61.8;38;26678;2367;7771;12687;6456;812;26671;449;717;62.6;569;392;19215;1075
64;Bologna;it ITA;10;38;11;11;16;48;56;-8;44;1.16;46.8;49;-2.2;-0.06;21237;Federico Santander, Riccardo Orsolini - 8;?ukasz Skorupski;18-19;29;44.9;38;20249;2250;6460;9180;4862;710;20244;273;542;50.4;557;360;11828;990
69;Bordeaux;fr FRA;14;38;10;11;17;34;42;-8;41;1.08;39.7;53.5;-13.7;-0.36;20838;François Kamano - 10;Benoît Costil;18-19;33;50.1;38;22887;2213;7373;11265;4502;550;22881;345;657;52.5;606;427;14339;996
61;Bournemouth;eng ENG;14;38;13;6;19;56;70;-14;45;1.18;53.3;57.2;-3.9;-0.1;10532;Callum Wilson - 14;Asmir Begovi?;18-19;28;46.9;38;21977;2441;7577;9464;5189;834;21968;291;578;50.3;565;356;13338;1068
84;Brighton;eng ENG;17;38;9;9;20;35;60;-25;36;0.95;35.3;59.1;-23.8;-0.63;30426;Glenn Murray - 13;Mathew Ryan;18-19;21;42.4;38;20174;2480;7049;9025;4302;576;20169;269;516;52.1;590;336;11334;794
75;Burnley;eng ENG;15;38;11;7;20;45;68;-23;40;1.05;44.4;62.1;-17.7;-0.47;20534;Ashley Barnes - 12;Tom Heaton, Joe Hart;18-19;23;41.2;38;19109;2550;6116;8854;4340;628;19106;207;370;55.9;525;314;9969;807
89;Caen;fr FRA;19;38;7;12;19;29;54;-25;33;0.87;31;63.8;-32.8;-0.86;16654;Enzo Crivelli, Casimir Ninga - 6;Brice Samba;18-19;26;44;38;19927;2214;6897;9757;3496;444;19923;268;535;50.1;656;412;11320;728
71;Cagliari;it ITA;15;38;10;11;17;36;54;-18;41;1.08;42.1;62.1;-20;-0.53;15396;Leonardo Pavoletti - 16;Alessio Cragno;18-19;30;49.8;38;22869;2401;6869;11135;5065;650;22866;180;346;52;540;368;14308;1001
87;Cardiff City;eng ENG;18;38;10;4;24;34;69;-35;34;0.89;42.4;61.5;-19.1;-0.5;31408;Bobby Reid, Víctor Camarasa - 5;Neil Etheridge;18-19;25;35.4;38;16231;2239;5485;6519;4426;702;16227;260;475;54.7;519;332;7035;640
70;Celta Vigo;es ESP;17;38;10;11;17;53;62;-9;41;1.08;46.5;60.9;-14.4;-0.38;17603;Iago Aspas - 20;Rubén Blanco;18-19;28;51.6;38;22801;2313;7256;10857;4919;663;22794;380;626;60.7;499;371;14827;878
12;Chelsea;eng ENG;3;38;21;9;8;63;39;24;72;1.89;58.6;36.4;22.2;0.58;40437;Eden Hazard - 16;Kepa Arrizabalaga;18-19;24;62.9;38;30666;2116;7626;14418;8866;1019;30661;449;703;63.9;512;458;22750;1449
97;Chievo;it ITA;20;38;2;14;22;25;75;-50;17;0.45;36;60.3;-24.3;-0.64;12142;Mariusz St?pi?ski - 6;Stefano Sorrentino;18-19;36;43.3;38;20584;2387;7163;9592;4026;493;20578;201;365;55.1;544;358;12390;913
52;Crystal Palace;eng ENG;12;38;14;7;17;51;53;-2;49;1.29;47.6;50.1;-2.5;-0.07;25455;Luka Milivojevi? - 12;Vicente Guaita;18-19;26;45.2;38;21602;2335;7091;9708;5052;878;21591;377;667;56.5;576;473;12527;1059
86;Dijon;fr FRA;18;38;9;7;22;31;60;-29;34;0.89;39.8;58.2;-18.5;-0.49;13044;Júlio Tavares - 5;Rúnar Alex Rúnarsson;18-19;26;47.9;38;21287;2173;6642;10112;4794;586;21284;350;602;58.1;603;383;12868;966
7;Dortmund;de GER;2;34;23;7;4;81;44;37;76;2.24;61.5;39.9;21.5;0.63;80841;Paco Alcácer - 18;Roman Bürki;18-19;23;58.1;34;25804;1846;6548;13627;5873;826;25800;440;737;59.7;530;381;18612;1157
53;Düsseldorf;de GER;10;34;13;5;16;49;65;-16;44;1.29;47.1;62.4;-15.3;-0.45;43869;Dodi Lukebakio, Benito Raman - 10;Michael Rensing;18-19;24;43.2;34;18302;2089;6606;8196;3705;568;18295;232;435;53.3;466;257;10913;898
57;Eibar;es ESP;12;38;11;14;13;46;50;-4;47;1.24;54.8;45.9;9;0.24;4896;Charles - 14;Marko Dmitrovi?;18-19;25;54;38;22408;1615;5016;10728;6911;904;22400;344;592;58.1;576;387;12723;1117
29;Eint Frankfurt;de GER;7;34;15;9;10;60;48;12;54;1.59;57.2;50.7;6.6;0.19;49794;Luka Jovi? - 17;Kevin Trapp;18-19;30;47.2;34;18816;1936;5755;9039;4272;694;18812;293;522;56.1;528;365;10402;972
78;Empoli;it ITA;18;38;10;8;20;51;70;-19;38;1;52.4;63.6;-11.3;-0.3;962;Francesco Caputo - 16;Ivan Provedel;18-19;29;47.9;38;22159;2412;6730;10091;5613;824;22152;333;556;59.9;544;367;14474;1151
42;Espanyol;es ESP;7;38;14;11;13;48;50;-2;53;1.39;48.9;53.8;-4.9;-0.13;19388;Borja Iglesias - 17;Diego López;18-19;25;49.4;38;21817;2516;7602;9636;4848;675;21813;318;523;60.8;565;374;13690;1120
39;Everton;eng ENG;8;38;15;9;14;54;46;8;54;1.42;49.7;45.7;4;0.1;39043;Gylfi Sigurðsson, Richarlison - 13;Jordan Pickford;18-19;23;51.5;38;22893;2178;6893;10447;5800;848;22889;328;587;55.9;693;469;13698;1098
68;Fiorentina;it ITA;16;38;8;17;13;47;45;2;41;1.08;54;41;13;0.34;31178;Marco Benassi - 7;Alban Lafont;18-19;27;50.4;38;21640;2180;6440;10212;5227;822;21634;306;591;51.8;601;376;13137;1107
74;Freiburg;de GER;13;34;8;12;14;46;61;-15;36;1.06;40.9;61.1;-20.2;-0.6;23894;Nils Petersen - 10;Alexander Schwolow;18-19;28;44;34;18658;2196;6585;8618;3625;531;18653;236;441;53.5;464;300;11222;793
94;Frosinone;it ITA;19;38;5;10;23;29;69;-40;25;0.66;38.9;62;-23.1;-0.61;12656;Camillo Ciano - 7;Marco Sportiello;18-19;33;41.5;38;19598;2439;7166;8722;3933;518;19593;213;427;49.9;482;348;11382;881
93;Fulham;eng ENG;19;38;7;5;26;34;81;-47;26;0.68;41.3;68.2;-26.8;-0.71;24371;Aleksandar Mitrovi? - 11;Sergio Rico;18-19;28;48.8;38;23683;2600;7312;11886;4690;586;23680;352;566;62.2;594;486;14908;1056
77;Genoa;it ITA;17;38;8;14;16;39;57;-18;38;1;46.9;53.3;-6.4;-0.17;2095;Krzysztof Pi?tek - 13;Ionu? Radu;18-19;31;43.4;38;19492;2068;5865;8546;5344;745;19487;289;501;57.7;497;329;11029;927
32;Getafe;es ESP;5;38;15;14;9;48;35;13;59;1.55;46.2;43.6;2.6;0.07;11;Jorge Molina, Jaime Mata - 14;David Soria;18-19;26;40.7;38;17258;1818;5166;7694;4621;686;17252;299;576;51.9;589;366;7938;841
81;Girona;es ESP;18;38;9;10;19;37;53;-16;37;0.97;43.5;52.7;-9.2;-0.24;10948;Cristhian Stuani - 19;Yassine Bounou;18-19;26;48;38;21304;2441;7564;9809;4178;629;21298;316;537;58.8;502;370;12972;947
92;Guingamp;fr FRA;20;38;5;12;21;28;68;-40;27;0.71;40.4;53.4;-12.9;-0.34;14731;Marcus Thuram - 9;Marc-Aurèle Caillard;18-19;30;44.1;38;19912;1854;5714;9670;4777;679;19907;354;573;61.8;605;475;11163;976
95;Hannover 96;de GER;17;34;5;6;23;31;71;-40;21;0.62;37.2;67.8;-30.5;-0.9;38365;Hendrik Weydandt - 6;Michael Esser;18-19;32;46.3;34;19175;2246;6556;9154;3684;524;19172;277;529;52.4;558;389;11183;841
55;Hertha BSC;de GER;11;34;11;10;13;49;57;-8;43;1.26;51;61.4;-10.5;-0.31;49258;Ondrej Duda - 11;Rune Jarstein;18-19;26;47.9;34;19961;2092;6055;10217;3904;603;19957;305;515;59.2;554;332;12178;932
35;Hoffenheim;de GER;9;34;13;12;9;70;52;18;51;1.5;75.9;52.5;23.4;0.69;28456;Andrej Kramari? - 17;Oliver Baumann;18-19;29;53.8;34;21907;2007;6569;10325;5265;925;21900;356;596;59.7;499;361;14268;1210
98;Huddersfield;eng ENG;20;38;3;7;28;22;76;-54;16;0.42;28.8;60.9;-32.2;-0.85;23203;Karlan Grant - 4;Jonas Lössl;18-19;31;47.2;38;21903;2088;6895;9998;5247;592;21902;230;443;51.9;567;399;12883;825
88;Huesca;es ESP;19;38;7;12;19;43;65;-22;33;0.87;50.8;60.2;-9.4;-0.25;6605;Ezequiel Ávila - 10;Roberto Santamaría;18-19;30;44.5;38;19209;2117;6313;8610;4523;717;19202;314;592;53;557;356;10409;856
17;Inter;it ITA;4;38;20;9;9;57;33;24;69;1.82;63.8;38.3;25.6;0.67;57405;Mauro Icardi - 11;Samir Handanovi?;18-19;23;59.4;38;27223;2162;7220;13184;7064;987;27214;285;512;55.7;534;310;19318;1294
4;Juventus;it ITA;1;38;28;6;4;70;30;40;90;2.37;60.7;35.8;25;0.66;37799;Cristiano Ronaldo - 21;Wojciech Szcz?sny;18-19;31;55.9;38;25734;2001;6533;12728;6713;901;25726;376;637;59;496;320;18152;1223
34;Lazio;it ITA;8;38;17;8;13;56;46;10;59;1.55;60.4;47;13.4;0.35;33997;Ciro Immobile - 15;Thomas Strakosha;18-19;30;50.8;38;23940;2145;6593;11135;6464;934;23934;344;612;56.2;526;332;15649;1266
60;Leganés;es ESP;13;38;11;12;15;37;43;-6;45;1.18;40.6;41.2;-0.6;-0.02;10416;Youssef En-Nesyri - 9;Iván Cuéllar;18-19;29;43.1;38;19098;1986;6175;8691;4452;624;19093;253;469;53.9;476;304;10599;766
45;Leicester City;eng ENG;9;38;15;7;16;51;48;3;52;1.37;52.4;43.7;8.7;0.23;31851;Jamie Vardy - 18;Kasper Schmeichel;18-19;25;50.9;38;23546;2241;7078;10972;5751;788;23540;392;664;59;582;357;14488;1088
63;Levante;es ESP;15;38;11;11;16;59;66;-7;44;1.16;53.9;76.2;-22.3;-0.59;20216;Roger Martí - 13;Oier Olazábal;18-19;26;45.7;38;18840;2278;6345;8286;4472;679;18832;402;738;54.5;535;429;10677;929
23;Leverkusen;de GER;4;34;18;4;12;69;52;17;58;1.71;58.3;44;14.3;0.42;2799;Kai Havertz - 17;Lukáš Hrádecký;18-19;21;59.8;34;25878;1979;6964;13333;5775;856;25873;326;555;58.7;581;394;18050;1326
10;Lille;fr FRA;2;38;22;9;7;68;33;35;75;1.97;59.5;42.1;17.4;0.46;34079;Nicolas Pépé - 22;Mike Maignan;18-19;25;51.4;38;22352;1951;6296;11449;4848;666;22339;365;632;57.8;550;461;14349;1058
2;Liverpool;eng ENG;2;38;30;7;1;89;22;67;97;2.55;73.7;28.8;44.9;1.18;52983;Sadio Mané, Mohamed Salah - 22;Alisson;18-19;23;61.8;38;29426;1946;6907;15327;7425;1117;29419;356;619;57.5;603;424;20960;1497
13;Lyon;fr FRA;3;38;21;9;8;70;47;23;72;1.89;73.7;43.9;29.8;0.78;49079;Moussa Dembélé - 15;Anthony Lopes;18-19;25;60.4;38;26813;2011;6499;14105;6447;999;26803;463;764;60.6;601;454;18826;1487
25;M'Gladbach;de GER;5;34;16;7;11;55;42;13;55;1.62;52.2;52.3;0;0;49668;Alassane Pléa - 12;Yann Sommer;18-19;22;53.1;34;22439;2125;7039;10960;4621;709;22432;280;488;57.4;473;300;15573;1100
56;Mainz 05;de GER;12;34;12;7;15;46;57;-11;43;1.26;51.2;59.2;-8;-0.24;26246;Jean-Philippe Mateta - 14;Florian Müller;18-19;28;46.1;34;19193;2024;6002;8741;4692;637;19190;316;556;56.8;513;393;11313;928
1;Manchester City;eng ENG;1;38;32;2;4;95;23;72;98;2.58;84.3;24.7;59.6;1.57;5413;Sergio Agüero - 21;Ederson;18-19;21;67.9;38;32110;1824;6104;16557;9689;1457;32106;437;734;59.5;509;393;24454;1621
22;Manchester Utd;eng ENG;6;38;19;9;10;65;54;11;66;1.74;61.4;50.6;10.8;0.29;74498;Paul Pogba - 13;David de Gea;18-19;28;54.7;38;24998;2272;6751;12538;5908;878;24987;321;553;58;528;424;16677;1275
28;Marseille;fr FRA;5;38;18;7;13;60;52;8;61;1.61;52.7;45.6;7.1;0.19;5014;Florian Thauvin - 16;Steve Mandanda;18-19;24;55.2;38;24148;1979;6844;12151;5429;778;24144;355;655;54.2;570;366;15769;983
18;Milan;it ITA;5;38;19;11;8;55;36;19;68;1.79;48.8;41.2;7.6;0.2;54651;Krzysztof Pi?tek - 9;Gianluigi Donnarumma;18-19;23;54.1;38;25101;2441;7733;11824;5780;748;25097;341;543;62.8;583;415;17385;1234
83;Monaco;fr FRA;17;38;8;12;18;38;57;-19;36;0.95;47.4;50.2;-2.8;-0.07;8447;Radamel Falcao - 15;Diego Benaglio;18-19;42;49.8;38;22158;1894;6336;10831;5220;687;22153;292;574;50.9;640;350;13944;1174
33;Montpellier;fr FRA;6;38;15;14;9;53;42;11;59;1.55;50.1;41.8;8.2;0.22;13829;Andy Delort - 14;Benjamin Lecomte;18-19;25;48;38;22063;2062;6809;10433;5032;656;22060;303;563;53.8;600;387;13404;1104
54;Nantes;fr FRA;12;38;13;9;16;48;48;0;48;1.26;49.1;47;2.1;0.05;25185;Emiliano Sala - 12;Ciprian T?t?ru?anu;18-19;33;50.1;38;22064;2072;6424;10343;5537;687;22056;280;507;55.2;645;396;13152;1092
8;Napoli;it ITA;2;38;24;7;7;74;36;38;79;2.08;61.8;38.2;23.5;0.62;29003;Arkadiusz Milik - 17;David Ospina;18-19;26;59.1;38;28562;1997;6533;14860;7414;917;28558;336;570;58.9;470;325;20935;1423
59;Newcastle Utd;eng ENG;13;38;12;9;17;42;48;-6;45;1.18;39.1;53.6;-14.5;-0.38;51121;Ayoze Pérez - 12;Martin Dúbravka;18-19;24;40.4;38;19978;2366;7047;8734;4396;632;19975;236;444;53.2;590;400;10638;749
37;Nice;fr FRA;7;38;15;11;12;30;35;-5;56;1.47;46.3;50;-3.7;-0.1;19126;Allan Saint-Maximin, Youcef Atal - 6;Walter Benítez;18-19;30;54.8;38;25737;2499;8572;12960;4465;666;25728;506;927;54.6;653;409;17871;999
41;Nîmes;fr FRA;9;38;15;8;15;57;58;-1;53;1.39;50;56.5;-6.5;-0.17;13994;Denis Bouanga, Renaud Ripart - 8;Paul Bernardoni;18-19;23;45.7;38;20135;1852;6353;9028;4991;664;20129;362;681;53.2;645;405;11203;838
96;Nürnberg;de GER;18;34;3;10;21;26;68;-42;19;0.56;35.7;52.9;-17.2;-0.51;40372;Mikael Ishak, Hanno Behrens - 4;Christian Mathenia;18-19;27;42.4;34;17874;2368;6873;7807;3389;459;17868;253;468;54.1;486;293;10432;738
3;Paris S-G;fr FRA;1;38;29;4;5;105;35;70;91;2.39;88.9;37.6;51.3;1.35;46911;Kylian Mbappé - 33;Alphonse Areola;18-19;30;63.7;38;28825;1850;6522;15299;7247;1100;28813;453;748;60.6;501;454;21701;1603
73;Parma;it ITA;14;38;10;11;17;41;61;-20;41;1.08;40.2;65.3;-25.1;-0.66;16522;Gervinho - 11;Luigi Sepe;18-19;31;37.7;38;17926;2769;7198;7527;3439;489;17921;279;519;53.8;529;375;9764;765
90;Rayo Vallecano;es ESP;20;38;8;8;22;41;70;-29;32;0.84;48.7;60;-11.3;-0.3;11928;Raúl de Tomás - 14;Stole Dimitrievski;18-19;29;48.7;38;20663;2352;7161;9270;4525;616;20658;534;848;63;644;495;12317;889
11;RB Leipzig;de GER;3;34;19;9;6;63;29;34;66;1.94;65.7;40.5;25.2;0.74;3838;Timo Werner - 16;Péter Gulácsi;18-19;23;49.6;34;20923;1643;5264;10318;5581;815;20916;312;555;56.2;574;391;12270;1241
19;Real Madrid;es ESP;3;38;21;5;12;63;46;17;68;1.79;66.7;47.1;19.6;0.52;6104;Karim Benzema - 21;Thibaut Courtois;18-19;27;60.1;38;27966;2048;7400;13377;7445;1067;27957;460;756;60.8;493;356;20458;1329
47;Real Sociedad;es ESP;9;38;13;11;14;45;46;-1;50;1.32;49.7;48.6;1.1;0.03;2231;Mikel Oyarzabal - 13;Gerónimo Rulli;18-19;30;51.7;38;22627;2473;7649;10633;4589;654;22617;411;679;60.5;571;466;14374;932
38;Reims;fr FRA;8;38;13;16;9;39;42;-3;55;1.45;38.1;45;-6.9;-0.18;14342;Remi Oudin - 10;Edouard Mendy;18-19;27;43.6;38;20009;2160;7382;8839;4066;606;20007;319;588;54.3;603;338;11425;888
44;Rennes;fr FRA;10;38;13;13;12;55;52;3;52;1.37;55.6;47.6;8;0.21;23675;M'Baye Niang - 11;Tomáš Koubek;18-19;28;50.6;38;22091;1915;6572;10780;5027;666;22082;390;768;50.8;611;373;13978;1065
21;Roma;it ITA;6;38;18;12;8;66;48;18;66;1.74;64.4;52.1;12.2;0.32;38622;Stephan El Shaarawy - 11;Robin Olsen;18-19;26;51.4;38;23083;2317;6666;10759;5894;929;23077;363;640;56.7;549;347;15145;1202
20;Saint-Étienne;fr FRA;4;38;19;9;10;59;41;18;66;1.74;56.7;50.4;6.3;0.16;284;Wahbi Khazri - 13;Stéphane Ruffier;18-19;29;52.5;38;23285;2122;7539;10976;5005;766;23280;314;569;55.2;518;407;14913;1089
40;Sampdoria;it ITA;9;38;15;8;15;60;51;9;53;1.39;50.5;55;-4.5;-0.12;20263;Fabio Quagliarella - 26;Emil Audero;18-19;24;54.9;38;25003;2489;7147;12333;5758;709;24992;286;478;59.8;526;461;16918;1261
65;Sassuolo;it ITA;11;38;9;16;13;53;60;-7;43;1.13;48.5;57.4;-8.9;-0.23;12369;Domenico Berardi - 8;Andrea Consigli;18-19;29;53.8;38;23978;2343;7530;11304;5395;662;23973;359;631;56.9;553;388;16204;1050
82;Schalke 04;de GER;14;34;8;9;17;37;55;-18;33;0.97;45.6;50.1;-4.5;-0.13;60941;Daniel Caligiuri - 7;Alexander Nübel;18-19;32;45.4;34;18404;1853;5906;8907;3876;645;18395;358;610;58.7;525;377;10641;907
31;Sevilla;es ESP;6;38;17;8;13;62;47;15;59;1.55;66.6;45.4;21.3;0.56;35993;Wissam Ben Yedder - 18;Tomáš Vaclík;18-19;27;52.3;38;22756;2170;7180;9918;5914;942;22751;357;606;58.9;486;391;14367;1268
76;Southampton;eng ENG;16;38;9;12;17;45;65;-20;39;1.03;46.9;55.1;-8.2;-0.22;30139;Danny Ings, James Ward-Prowse - 7;Alex McCarthy;18-19;30;43.4;38;20735;2164;5998;9937;5018;701;20730;287;508;56.5;539;380;11296;971
67;SPAL;it ITA;13;38;11;9;18;44;56;-12;42;1.11;43.9;51.3;-7.3;-0.19;14745;Andrea Petagna - 16;Alfred Gomis;18-19;28;50.4;38;21814;2546;7369;9789;4927;609;21806;274;492;55.7;541;397;14061;855
51;Strasbourg;fr FRA;11;38;11;16;11;58;48;10;49;1.29;41.3;51.2;-9.9;-0.26;25216;Ludovic Ajorque, Lebo Mothiba - 9;Matz Sels;18-19;26;50.1;38;22628;2153;7089;10864;4896;562;22622;286;515;55.5;591;399;14549;1042
91;Stuttgart;de GER;16;34;7;7;20;32;70;-38;28;0.82;38;58.2;-20.1;-0.59;54577;Mario Gómez - 7;Ron-Robert Zieler;18-19;26;45.9;34;19117;2101;6329;8892;4070;580;19116;239;397;60.2;499;308;11041;791
24;Torino;it ITA;7;38;16;15;7;52;37;15;63;1.66;46.6;47.7;-1.1;-0.03;21323;Andrea Belotti - 15;Salvatore Sirigu;18-19;25;51.1;38;21511;2139;6364;10103;5323;750;21505;338;589;57.4;629;450;12684;970
14;Tottenham;eng ENG;4;38;23;2;13;67;39;28;71;1.87;54.9;47.1;7.8;0.2;54216;Harry Kane - 17;Hugo Lloris;18-19;28;59;38;27206;2495;7727;13405;6329;869;27202;370;672;55.1;603;349;18617;1255
80;Toulouse;fr FRA;16;38;8;14;16;35;57;-22;38;1;45.7;56.4;-10.7;-0.28;16224;Max Gradel - 11;Baptiste Reynet;18-19;29;48.2;38;21480;2395;6811;10081;4834;664;21469;366;695;52.7;696;447;12715;1055
66;Udinese;it ITA;12;38;11;10;17;39;53;-14;43;1.13;42.5;59.7;-17.2;-0.45;20414;Rodrigo De Paul - 9;Juan Musso;18-19;31;42.6;38;19704;2372;6678;9216;4057;592;19697;337;564;59.8;605;374;11382;795
27;Valencia;es ESP;4;38;15;16;7;51;35;16;61;1.61;60.7;42.9;17.8;0.47;39504;Daniel Parejo - 9;Neto;18-19;25;47.1;38;21581;2111;6698;9827;5300;822;21574;343;589;58.2;501;337;13494;1135
72;Valladolid;es ESP;16;38;10;11;17;32;51;-19;41;1.08;41.1;58.5;-17.5;-0.46;18992;Enes Ünal - 6;Jordi Masip;18-19;28;46.8;38;20328;2301;6927;8995;4616;589;20321;294;477;61.6;507;347;11880;870
62;Villarreal;es ESP;14;38;10;14;14;49;52;-3;44;1.16;53.9;55;-1.1;-0.03;16732;Karl Toko Ekambi - 10;Sergio Asenjo;18-19;26;48.3;38;21741;2206;6781;10019;5180;800;21735;348;603;57.7;503;340;13599;1168
48;Watford;eng ENG;11;38;14;8;16;52;59;-7;50;1.32;48.2;59.2;-11;-0.29;20016;Gerard Deulofeu - 10;Ben Foster;18-19;25;46.7;38;21427;2264;6519;9866;5229;831;21426;292;543;53.8;586;418;12387;966
30;Werder Bremen;de GER;8;34;14;11;9;58;49;9;53;1.56;49.8;56.1;-6.4;-0.19;41403;Max Kruse - 11;Ji?í Pavlenka;18-19;24;52.1;34;22186;2120;6402;10692;5274;712;22182;220;413;53.3;523;332;14214;1258
46;West Ham;eng ENG;10;38;15;7;16;52;55;-3;52;1.37;47.6;61.9;-14.3;-0.38;58336;Marko Arnautovi? - 10;?ukasz Fabia?ski;18-19;26;48.6;38;22451;2360;6349;11060;5283;777;22446;389;668;58.2;552;390;13706;1009
26;Wolfsburg;de GER;6;34;16;7;11;62;50;12;55;1.62;47.6;48.3;-0.7;-0.02;24479;Wout Weghorst - 17;Koen Casteels;18-19;25;53.3;34;20848;2364;7151;9520;4395;644;20843;256;436;58.7;489;330;13003;975
36;Wolves;eng ENG;7;38;16;9;13;47;46;1;57;1.5;52.1;42.1;10.1;0.26;3103;Raúl Jiménez - 13;Rui Patrício;18-19;21;46.8;38;22613;2106;6758;11079;5005;701;22609;331;596;55.5;498;401;13790;987
55;Alavés;es ESP;14;38;15;2;21;40;50;-10;47;1.24;38.5;55.9;-17.4;-0.46;18845;Munir El Haddadi - 10;Fernando Pacheco;17-18;30;40.3;38;17961;2213;6350;8013;3846;558;17958;330;577;57.2;534;403;9534;743
59;Amiens;fr FRA;13;38;12;9;17;37;42;-5;45;1.18;32.8;54.9;-22.1;-0.58;9521;Moussa Konaté - 13;Régis Gurtner;17-18;30;43.3;38;19942;2458;7006;9599;3615;466;19938;397;610;65.1;618;503;11067;881
68;Angers;fr FRA;14;38;9;14;15;42;52;-10;41;1.08;47.6;45.8;1.8;0.05;11065;Karl Toko Ekambi - 17;Ludovic Butelle;17-18;27;45.1;38;20991;1784;6339;10105;4795;605;20987;379;607;62.4;542;490;12626;1019
22;Arsenal;eng ENG;6;38;19;6;13;74;51;23;63;1.66;68.3;47.8;20.5;0.54;59323;Alexandre Lacazette - 14;Petr ?ech;17-18;30;61.4;38;29053;2215;7507;13534;8229;1098;29048;383;547;70;540;412;20681;1612
27;Atalanta;it ITA;7;38;16;12;10;57;39;18;60;1.58;64.1;36.6;27.5;0.72;17921;Josip Ili?i? - 11;Etrit Berisha;17-18;25;55.4;38;25442;1939;6872;11975;6862;1000;25433;442;704;62.8;599;449;16768;1376
64;Athletic Club;es ESP;16;38;10;13;15;41;49;-8;43;1.13;49.7;50.3;-0.6;-0.02;37246;Raúl García - 10;Kepa Arrizabalaga;17-18;26;49.6;38;21587;2148;6409;10268;5194;749;21578;350;611;57.3;501;409;13031;1007
